event_id,season_id,week,week_z,n_active,contestant_key,celeb_id,pro_id,industry_id,age_z,eliminated_flag,y_j_score_z,score_c,y_f_logit_share_mean,fan_c,y_latent_mean,share_latent_mean
1-2,0,2,-0.9260994187390597,6,S1:Evander Holyfield,120,21,1,0.4431314986259584,0,-1.7738136053085327,-1.4851250499486923,-5.733633819257477,-2.563737047470054,-5.36242745183286,0.0046676198791928
1-2,0,2,-0.9260994187390597,6,S1:Joey McIntyre,121,8,5,-0.3325309018293012,0,-0.0879959762096405,0.2006925791501999,-2.594783064236295,0.1299472652295517,-2.668743139133255,0.0648431411035287
1-2,0,2,-0.9260994187390597,6,S1:John O'Hurley,122,12,0,1.063661418990166,0,1.116159439086914,1.4048479944467545,0.6460463520242731,3.06380690894089,0.2651165045780836,0.5658936234003503
1-2,0,2,-0.9260994187390597,6,S1:Kelly Monaco,123,2,0,-0.565229621965879,0,-1.0513203144073486,-0.7626317590475082,-4.385202043402642,-1.0419884823253782,-3.8406788866881847,0.021027367445319
1-2,0,2,-0.9260994187390597,6,S1:Rachel Hunter,124,34,3,-0.0998321816927232,0,0.6344972848892212,0.9231858402490616,-1.1858318590583017,1.2742415156601266,-1.52444888870268,0.1788073319111209
1-2,0,2,-0.9260994187390597,6,S1:Trista Sutter,125,43,7,-0.3325309018293012,1,-0.5696581602096558,-0.28096960484981537,-3.668950324230366,-0.8622701600351337,-3.66096056439794,0.0250634797615431
1-3,0,3,-0.5621336625253286,5,S1:Evander Holyfield,120,21,1,0.4431314986259584,1,-2.0146446228027344,-1.9748148709535598,-6.2042258508656625,-3.327244381373023,-5.6936778894552145,0.0033558861367766
1-3,0,3,-0.5621336625253286,5,S1:Joey McIntyre,121,8,5,-0.3325309018293012,0,0.1528351157903671,0.1926648676395416,-2.1252546946622033,0.05464840406704319,-2.3117851040151485,0.0901516156274043
1-3,0,3,-0.5621336625253286,5,S1:John O'Hurley,122,12,0,1.063661418990166,0,0.6344972848892212,0.6743270367383957,-0.99246776861021,1.4546466725198761,-0.9117868355623154,0.2866343346298308
1-3,0,3,-0.5621336625253286,5,S1:Kelly Monaco,123,2,0,-0.565229621965879,0,-0.0879959762096405,-0.048166224360466005,-2.5443068964368116,-0.062212614914289865,-2.4286461229964815,0.0810142074236764
1-3,0,3,-0.5621336625253286,5,S1:Rachel Hunter,124,34,3,-0.0998321816927232,0,1.116159439086914,1.1559891909360887,0.1929244574746559,1.8801619197003931,-0.4862715883817985,0.3807722786285826
1-4,0,4,-0.1981679063115975,4,S1:Joey McIntyre,121,8,5,-0.3325309018293012,0,-0.3288270533084869,-0.7224932461977005,-3.2230097909363664,-1.353909975258114,-3.037234036517824,0.0457718274603533
1-4,0,4,-0.1981679063115975,4,S1:John O'Hurley,122,12,0,1.063661418990166,0,-0.0879959762096405,-0.48166216909885406,-2.7090255180946077,-0.5583260846990488,-2.2416501459587588,0.0960721437139387
1-4,0,4,-0.1981679063115975,4,S1:Kelly Monaco,123,2,0,-0.565229621965879,0,1.116159439086914,0.7224932461977005,0.3391940634532857,1.467846137453015,-0.2154779238066951,0.4463379891052716
1-4,0,4,-0.1981679063115975,4,S1:Rachel Hunter,124,34,3,-0.0998321816927232,1,0.8753283619880676,0.48166216909885406,-0.7756719041208858,0.44438992250414744,-1.2389341387555626,0.2246215687984296
1-5,0,5,0.1657978499021333,3,S1:Joey McIntyre,121,8,5,-0.3325309018293012,1,0.2732506692409515,-0.4415236711502076,-2.211975004996206,-1.1238581128909833,-2.3665032675597932,0.0857629131250223
1-5,0,5,0.1657978499021333,3,S1:John O'Hurley,122,12,0,1.063661418990166,0,1.3569905757904053,0.6422162353992462,1.0343661277060858,1.77516683955538,0.5325216848865698,0.630071062645568
1-5,0,5,0.1657978499021333,3,S1:Kelly Monaco,123,2,0,-0.565229621965879,0,0.5140817761421204,-0.2006925642490387,-1.6319877362760475,-0.6513087266643964,-1.8939538813332064,0.1307943073544133
2-1,1,1,-1.2900651749527905,10,S2:Drew Lachey,251,14,5,-0.565229621965879,0,0.1729163527488708,0.9483284696936607,-0.8975281000746106,2.1490011082269582,-1.008745988699903,0.2672253344921977
2-1,1,1,-1.2900651749527905,10,S2:George Hamilton,252,21,0,2.3047212597185815,0,-1.0915216207504272,-0.3161095038056374,-3.631973113270449,-0.7406158122595206,-3.898362909186382,0.0198721667333211
2-1,1,1,-1.2900651749527905,10,S2:Giselle Fernandez,253,34,4,0.5982639787170104,0,-0.037823311984539,0.7375888049602508,-1.5865597136364735,0.8186391858738311,-2.33910791105303,0.0879354365607282
2-1,1,1,-1.2900651749527905,10,S2:Jerry Rice,254,6,1,0.5206977386714844,0,-0.4593026340007782,0.31610948294401164,-2.117260602640437,0.7660782752212603,-2.391668821705601,0.0838102006362966
2-1,1,1,-1.2900651749527905,10,S2:Kenny Mayne,255,4,4,0.7533964588080623,1,-2.1452198028564453,-1.3698076859116555,-5.652607142584984,-2.4559768982462304,-5.613723995173092,0.0036342052860309
2-1,1,1,-1.2900651749527905,10,S2:Lisa Rinna,256,43,0,0.4431314986259584,0,-0.8807819485664368,-0.10536983162164693,-3.2551624596622624,-0.12682058241256922,-3.2845676793394305,0.0361044198045921
2-1,1,1,-1.2900651749527905,10,S2:Master P,257,8,5,-0.0998321816927232,0,-2.35595965385437,-1.5805475369095803,-5.773726624139799,-2.853015306394331,-6.010762403321192,0.0024462192259386
2-1,1,1,-1.2900651749527905,10,S2:Stacy Keibler,258,52,1,-0.797928342102457,0,-0.2485629618167877,0.5268491551280021,-1.8842632557624683,1.4820814980694497,-1.6756655988574116,0.157670268455212
2-1,1,1,-1.2900651749527905,10,S2:Tatum O'Neal,259,46,0,0.4431314986259584,0,-0.037823311984539,0.7375888049602508,-1.5372078780180665,0.9171256050676946,-2.2406214918591667,0.096161511513016
2-1,1,1,-1.2900651749527905,10,S2:Tia Carrere,260,44,0,0.2104327784893805,0,-0.6700422763824463,0.10536984056234355,-2.8480391849859896,0.0435029268534568,-3.1142441700734045,0.0425235058348246
2-2,1,2,-0.9260994187390597,9,S2:Drew Lachey,251,14,5,-0.565229621965879,0,0.8051353096961975,1.0068672489788797,-1.0977920658588711,2.1107911116556473,-1.146427990775427,0.2411421297876742
2-2,1,2,-0.9260994187390597,9,S2:George Hamilton,252,21,0,2.3047212597185815,0,-0.2485629618167877,-0.04683102253410548,-3.3729284888238205,-0.5073361874806297,-3.764555289911704,0.0226528710240136
2-2,1,2,-0.9260994187390597,9,S2:Giselle Fernandez,253,34,4,0.5982639787170104,0,0.1729163527488708,0.37464829203155303,-2.630716154143264,0.2034275410795794,-3.053791561351495,0.0450540629306776
2-2,1,2,-0.9260994187390597,9,S2:Jerry Rice,254,6,1,0.5206977386714844,0,-0.037823311984539,0.1639086272981432,-2.7104685523452705,0.391401224269889,-2.8658178781611854,0.0538694070143748
2-2,1,2,-0.9260994187390597,9,S2:Lisa Rinna,256,43,0,0.4431314986259584,0,-0.6700422763824463,-0.4683103370997641,-4.20287742180049,-0.6439635079122956,-3.90118261034337,0.0198173209577497
2-2,1,2,-0.9260994187390597,9,S2:Master P,257,8,5,-0.0998321816927232,0,-1.5130009651184082,-1.311269025835726,-5.518276253850085,-2.619995569284046,-5.87721467171512,0.002794748014288
2-2,1,2,-0.9260994187390597,9,S2:Stacy Keibler,258,52,1,-0.797928342102457,0,1.2266145944595337,1.4283465337422159,0.127785566127676,2.9481116400996954,-0.3091074623313789,0.4233326121251219
2-2,1,2,-0.9260994187390597,9,S2:Tatum O'Neal,259,46,0,0.4431314986259584,1,-1.302261233329773,-1.1005292940470908,-5.394019314074854,-1.6980124333898825,-4.955231535820957,0.0069971435730503
2-2,1,2,-0.9260994187390597,9,S2:Tia Carrere,260,44,0,0.2104327784893805,0,-0.2485629618167877,-0.04683102253410548,-3.409728009115379,-0.18442381903795546,-3.44164292146903,0.0310190649956548
2-3,1,3,-0.5621336625253286,8,S2:Drew Lachey,251,14,5,-0.565229621965879,0,0.8051353096961975,0.8956435360014439,-0.847766703276344,1.9724927475276723,-0.9268395099608624,0.2835663490863706
2-3,1,3,-0.5621336625253286,8,S2:George Hamilton,252,21,0,2.3047212597185815,0,-0.2485629618167877,-0.15805473551154134,-3.185697140812334,-0.6621554923405379,-3.5614877498290727,0.02761244815238
2-3,1,3,-0.5621336625253286,8,S2:Giselle Fernandez,253,34,4,0.5982639787170104,1,-0.2485629618167877,-0.15805473551154134,-3.270131323413721,-0.4631700962396015,-3.362502353728136,0.0334881357803319
2-3,1,3,-0.5621336625253286,8,S2:Jerry Rice,254,6,1,0.5206977386714844,0,-0.8807819485664368,-0.7902737222611904,-4.159012273395988,-0.8448503185317926,-3.7441825760203273,0.0231083307007868
2-3,1,3,-0.5621336625253286,8,S2:Lisa Rinna,256,43,0,0.4431314986259584,0,0.3836559951305389,0.47416422143578524,-1.9422383021719185,0.5015888219757318,-2.397743435512803,0.0833449327486906
2-3,1,3,-0.5621336625253286,8,S2:Master P,257,8,5,-0.0998321816927232,0,-1.9344801902770996,-1.8439719639718533,-6.126082725390081,-3.2500042014889345,-6.149336458977469,0.0021303498131622
2-3,1,3,-0.5621336625253286,8,S2:Stacy Keibler,258,52,1,-0.797928342102457,0,0.8051353096961975,0.8956435360014439,-0.8639640152926954,1.9612829669910874,-0.9380492904974472,0.281294545170156
2-3,1,3,-0.5621336625253286,8,S2:Tia Carrere,260,44,0,0.2104327784893805,0,0.594395637512207,0.6849038638174534,-1.4874569636575512,0.7848155721063748,-2.11451668538216,0.1076938621400969
2-4,1,4,-0.1981679063115975,7,S2:Drew Lachey,251,14,5,-0.565229621965879,0,1.015874981880188,1.1440152866499764,-0.3891483258851241,2.3448976772314722,-0.6152949993821641,0.3508522852273902
2-4,1,4,-0.1981679063115975,7,S2:George Hamilton,252,21,0,2.3047212597185815,0,-0.4593026340007782,-0.33116232923098976,-3.6800027824009462,-0.9047721072131956,-3.864964783826832,0.0205332094483299
2-4,1,4,-0.1981679063115975,7,S2:Jerry Rice,254,6,1,0.5206977386714844,0,0.1729163527488708,0.3010566575186593,-2.1817523382080535,0.5560864524313542,-2.404106224182282,0.0828601118276542
2-4,1,4,-0.1981679063115975,7,S2:Lisa Rinna,256,43,0,0.4431314986259584,0,0.594395637512207,0.7225359422819955,-1.583258462070953,0.7901382504319159,-2.1700544261817205,0.1024720276776113
2-4,1,4,-0.1981679063115975,7,S2:Master P,257,8,5,-0.0998321816927232,1,-3.198918104171753,-3.0707777994019643,-8.543293881515016,-4.829903776876637,-7.790096453490273,0.0004136417980084
2-4,1,4,-0.1981679063115975,7,S2:Stacy Keibler,258,52,1,-0.797928342102457,0,0.594395637512207,0.7225359422819955,-1.4829392745067669,1.6340775974216804,-1.326115079191956,0.2098027027593658
2-4,1,4,-0.1981679063115975,7,S2:Tia Carrere,260,44,0,0.2104327784893805,0,0.3836559951305389,0.5117962999003274,-2.044976389424754,0.4094759065734106,-2.550716770040226,0.0723783468677471
2-5,1,5,0.1657978499021333,6,S2:Drew Lachey,251,14,5,-0.565229621965879,0,0.8051353096961975,0.38635602469245595,-1.4346811303679143,1.0405118332839087,-1.2587348747147618,0.2211917533693609
2-5,1,5,0.1657978499021333,6,S2:George Hamilton,252,21,0,2.3047212597185815,0,0.1729163527488708,-0.24586293225487077,-2.8297032500858865,-1.050088270409847,-3.3493349784085176,0.0339169478952498
2-5,1,5,0.1657978499021333,6,S2:Jerry Rice,254,6,1,0.5206977386714844,0,-0.037823311984539,-0.45660259698828054,-2.9938580029195396,-0.6340839796619955,-2.933330687660666,0.0505302891666446
2-5,1,5,0.1657978499021333,6,S2:Lisa Rinna,256,43,0,0.4431314986259584,0,0.3836559951305389,-0.03512328987320268,-2.4390345121240555,-0.39507428812064704,-2.6943209961193175,0.0633092939384877
2-5,1,5,0.1657978499021333,6,S2:Stacy Keibler,258,52,1,-0.797928342102457,0,1.437354326248169,1.0185750412444274,0.4030074476480125,2.2684355199508204,-0.0308111880478499,0.4922978123044404
2-5,1,5,0.1657978499021333,6,S2:Tia Carrere,260,44,0,0.2104327784893805,1,-0.2485629618167877,-0.6673422468205292,-3.68296616878616,-1.2297008150422393,-3.5289475230409098,0.0284997136685843
2-6,1,6,0.5297636061158644,5,S2:Drew Lachey,251,14,5,-0.565229621965879,0,1.437354326248169,0.7165148586034775,-0.3476442522129176,1.5366344804865932,-0.5672301326899813,0.3618762026172536
2-6,1,6,0.5297636061158644,5,S2:George Hamilton,252,21,0,2.3047212597185815,1,-0.037823311984539,-0.7586627796292305,-3.648163642011346,-1.6834373312515591,-3.7873019444281337,0.0221546971736765
2-6,1,6,0.5297636061158644,5,S2:Jerry Rice,254,6,1,0.5206977386714844,0,-0.037823311984539,-0.7586627796292305,-3.4100790709409883,-1.0599048121359398,-3.1637694253125144,0.0405521397795751
2-6,1,6,0.5297636061158644,5,S2:Lisa Rinna,256,43,0,0.4431314986259584,0,0.8051353096961975,0.08429584205150609,-2.005430675422182,-0.30551250524177176,-2.4093771184183463,0.0824604335357082
2-6,1,6,0.5297636061158644,5,S2:Stacy Keibler,258,52,1,-0.797928342102457,0,1.437354326248169,0.7165148586034775,-0.3637493739076514,1.5122201681426786,-0.5916444450338961,0.3562576312726562
2-7,1,7,0.8937293623295953,4,S2:Drew Lachey,251,14,5,-0.565229621965879,0,0.9105051755905152,0.4214793294668198,-0.5243890044074923,0.9588717118043013,-0.6284823527181977,0.3478547393115487
2-7,1,7,0.8937293623295953,4,S2:Jerry Rice,254,6,1,0.5206977386714844,0,-0.5646724700927734,-1.0536983162164688,-3.525854725946552,-1.627265071390999,-3.214619135913498,0.0386192700356696
2-7,1,7,0.8937293623295953,4,S2:Lisa Rinna,256,43,0,0.4431314986259584,1,0.6997655034065247,0.21073965728282923,-1.2001578646472166,-0.26585720773887744,-1.8532112722613765,0.1354962975529526
2-7,1,7,0.8937293623295953,4,S2:Stacy Keibler,258,52,1,-0.797928342102457,0,0.9105051755905152,0.4214793294668198,-0.5402007521985336,0.9342505673255752,-0.6531034971969238,0.3422905125088218
3-1,2,1,-1.2900651749527905,11,S3:Emmitt Smith,332,14,1,0.0553002983983286,0,-0.0072394190356135,1.1947705503553152,-1.2371659958823624,2.1730978765505347,-1.5760645481310214,0.1713535602827178
3-1,2,1,-1.2900651749527905,11,S3:Harry Hamlin,333,8,0,1.37392637917227,0,-1.776418924331665,-0.5744089549407363,-4.979935469582804,-1.2098363638005334,-4.95899878848209,0.0069710165657739
3-1,2,1,-1.2900651749527905,11,S3:Jerry Springer,334,40,7,1.9944562995364776,0,-2.0291588306427,-0.8271488612517715,-5.285008844642895,-1.383636835952315,-5.132799260633871,0.0058654155592009
3-1,2,1,-1.2900651749527905,11,S3:Joey Lawrence,335,21,0,-0.4876633819203531,0,-0.7654591798782349,0.4365507895126939,-2.9755455439628067,0.9178739928812982,-2.831288431800258,0.0556566404867412
3-1,2,1,-1.2900651749527905,11,S3:Mario Lopez,336,36,0,-0.3325309018293012,0,0.4982404410839081,1.7002504104748368,0.1743221859781213,3.509017567328304,-0.2401448573532525,0.4402506532240868
3-1,2,1,-1.2900651749527905,11,S3:Monique Coleman,337,43,0,-0.8754945821479829,0,-1.2709389925003052,-0.06892902310937643,-3.990941976884202,0.023511137678050353,-3.725651287003506,0.0235303799888109
3-1,2,1,-1.2900651749527905,11,S3:Sara Evans,338,52,5,-0.0998321816927232,0,-2.2818987369537354,-1.0798887675628066,-5.853757283038606,-1.6897400279913488,-5.438902452672905,0.0043254578093019
3-1,2,1,-1.2900651749527905,11,S3:Shanna Moakler,339,33,3,-0.4100971418748271,0,-1.52367901802063,-0.32166904862970136,-4.539652801303167,-0.9037180707781132,-4.652880495459669,0.0094440588135029
3-1,2,1,-1.2900651749527905,11,S3:Tucker Carlson,340,22,7,0.0553002983983286,1,-3.040118455886841,-1.838108486495912,-7.292797444349331,-3.084237763554898,-6.833400188236454,0.0010760301494265
3-1,2,1,-1.2900651749527905,11,S3:Vivica A. Fox,341,46,0,0.4431314986259584,0,-0.5127192735671997,0.689290695823729,-2.6057395741145144,0.7859315313901747,-2.9632308932913816,0.0491148948943989
3-1,2,1,-1.2900651749527905,11,S3:Willa Ford,342,44,5,-0.8754945821479829,0,-0.5127192735671997,0.689290695823729,-2.584144715147783,0.8617369562488464,-2.88742546843271,0.0527786791301459
3-2,2,2,-0.9260994187390597,10,S3:Emmitt Smith,332,14,1,0.0553002983983286,0,-0.0072394190356135,0.25273991599678997,-2.607663377165569,0.8198350979790883,-2.434689629620773,0.0805654006914094
3-2,2,2,-0.9260994187390597,10,S3:Harry Hamlin,333,8,0,1.37392637917227,0,-0.7654591798782349,-0.5054798448458314,-4.293743057225251,-1.3081495949865856,-4.562674322586447,0.0103263708362536
3-2,2,2,-0.9260994187390597,10,S3:Jerry Springer,334,40,7,1.9944562995364776,0,-1.2709389925003052,-1.0109596574679016,-5.063608172757805,-1.6954016137933214,-4.949926341393183,0.0070341016139157
3-2,2,2,-0.9260994187390597,10,S3:Joey Lawrence,335,21,0,-0.4876633819203531,0,1.256460189819336,1.5164395248517395,0.5108197989386996,3.2526014550308484,-0.0019232725690126,0.499519182005958
3-2,2,2,-0.9260994187390597,10,S3:Mario Lopez,336,36,0,-0.3325309018293012,0,-0.7654591798782349,-0.5054798448458314,-4.122602408304238,-0.3234444692587308,-3.577969196858592,0.0271733498819284
3-2,2,2,-0.9260994187390597,10,S3:Monique Coleman,337,43,0,-0.8754945821479829,0,0.4982404410839081,0.7582197761163115,-1.7489799573495464,1.072091496608416,-2.182433230991445,0.1013391197096654
3-2,2,2,-0.9260994187390597,10,S3:Sara Evans,338,52,5,-0.0998321816927232,0,-0.7654591798782349,-0.5054798448458314,-4.220601554139027,-1.0211137183568395,-4.275638445956701,0.0137125219460741
3-2,2,2,-0.9260994187390597,10,S3:Shanna Moakler,339,33,3,-0.4100971418748271,1,-0.5127192735671997,-0.25273993853479626,-3.848285864715713,-0.9792392642229713,-4.2337639918228325,0.0142905382272626
3-2,2,2,-0.9260994187390597,10,S3:Vivica A. Fox,341,46,0,0.4431314986259584,0,-0.0072394190356135,0.25273991599678997,-2.8805864856467283,0.20817198098783463,-3.0463527466120266,0.0453751972624689
3-2,2,2,-0.9260994187390597,10,S3:Willa Ford,342,44,5,-0.8754945821479829,0,-0.2599793374538421,-2.4214386606935534e-09,-3.3464455541622917,-0.02535136998773968,-3.279876097587601,0.0362680468466543
3-3,2,3,-0.5621336625253286,9,S3:Emmitt Smith,332,14,1,0.0553002983983286,0,-1.2709389925003052,-1.0109596583578322,-4.612734636626912,-1.1698105401445122,-4.045338518998142,0.0172026666285812
3-3,2,3,-0.5621336625253286,9,S3:Harry Hamlin,333,8,0,1.37392637917227,1,-0.5127192735671997,-0.2527399394247267,-3.3981723054191284,-1.0657805041989858,-3.941308483052616,0.0190527267368126
3-3,2,3,-0.5621336625253286,9,S3:Jerry Springer,334,40,7,1.9944562995364776,0,-0.7654591798782349,-0.5054798457357619,-3.683046372410061,-1.1260662792992315,-4.001594258152862,0.01795807267689
3-3,2,3,-0.5621336625253286,9,S3:Joey Lawrence,335,21,0,-0.4876633819203531,0,-0.5127192735671997,-0.2527399394247267,-3.2950143206871485,-0.10480059739990999,-2.98032857625354,0.0483225160929632
3-3,2,3,-0.5621336625253286,9,S3:Mario Lopez,336,36,0,-0.3325309018293012,0,-0.5127192735671997,-0.2527399394247267,-3.2015942719602872,0.1733786083244353,-2.702149370529195,0.0628466456906954
3-3,2,3,-0.5621336625253286,9,S3:Monique Coleman,337,43,0,-0.8754945821479829,0,0.7509803771972656,1.0109597113397386,-0.591249943673554,1.7813370302287557,-1.0941909486248744,0.2508299172427392
3-3,2,3,-0.5621336625253286,9,S3:Sara Evans,338,52,5,-0.0998321816927232,0,0.2455005049705505,0.5054798391130235,-1.7757730407243983,0.5337621237755199,-2.34176585507811,0.0877224953675245
3-3,2,3,-0.5621336625253286,9,S3:Vivica A. Fox,341,46,0,0.4431314986259584,0,0.7509803771972656,1.0109597113397386,-0.7291327068716119,1.3976840085751472,-1.477843970278483,0.1857532957356837
3-3,2,3,-0.5621336625253286,9,S3:Willa Ford,342,44,5,-0.8754945821479829,0,-0.5127192735671997,-0.2527399394247267,-3.4132677103588023,-0.41970384986121667,-3.2952318287148468,0.0357351283119353
3-4,2,4,-0.1981679063115975,8,S3:Emmitt Smith,332,14,1,0.0553002983983286,0,-0.0072394190356135,-0.1895549482433125,-3.044586138123792,0.04961458578786093,-2.7498590754631684,0.0600946095560516
3-4,2,4,-0.1981679063115975,8,S3:Jerry Springer,334,40,7,1.9944562995364776,0,-0.5127192735671997,-0.6950348027748987,-4.050312439212786,-1.4890708617662054,-4.288544523017235,0.0135390648880781
3-4,2,4,-0.1981679063115975,8,S3:Joey Lawrence,335,21,0,-0.4876633819203531,0,0.7509803771972656,0.5686648479895666,-1.615546138041744,0.9780095166246163,-1.821464144626413,0.139258279950627
3-4,2,4,-0.1981679063115975,8,S3:Mario Lopez,336,36,0,-0.3325309018293012,0,1.256460189819336,1.074144660611637,-0.1820983272079231,2.3389154637864324,-0.4605581974645968,0.3868534122629315
3-4,2,4,-0.1981679063115975,8,S3:Monique Coleman,337,43,0,-0.8754945821479829,0,-0.0072394190356135,-0.1895549482433125,-3.2195680223387324,-0.30177895128193377,-3.101252612532963,0.0430556154627923
3-4,2,4,-0.1981679063115975,8,S3:Sara Evans,338,52,5,-0.0998321816927232,0,-1.01819908618927,-1.200514615396969,-5.1074341227879785,-2.0264906655592783,-4.825964326810308,0.0079550274676384
3-4,2,4,-0.1981679063115975,8,S3:Vivica A. Fox,341,46,0,0.4431314986259584,1,-0.0072394190356135,-0.1895549482433125,-3.304000571422653,-0.46584213323586443,-3.265315794486894,0.036780418922064
3-4,2,4,-0.1981679063115975,8,S3:Willa Ford,342,44,5,-0.8754945821479829,0,1.0037202835083008,0.8214047543006018,-1.1685162961739737,0.9166430456443724,-1.882830615606657,0.132064081387722
3-5,2,5,0.1657978499021333,7,S3:Emmitt Smith,332,14,1,0.0553002983983286,0,0.7509803771972656,0.2888456378132105,-1.2187131705414112,0.8568131765602993,-1.374040838847001,0.2019677725857271
3-5,2,5,0.1657978499021333,7,S3:Jerry Springer,334,40,7,1.9944562995364776,0,-0.0072394190356135,-0.4693741584196686,-2.868818498280917,-1.1105994639392542,-3.3414534793465545,0.0341761485466079
3-5,2,5,0.1657978499021333,7,S3:Joey Lawrence,335,21,0,-0.4876633819203531,0,0.2455005049705505,-0.21663423441350463,-2.4642915722525514,-0.15361891730157584,-2.384472932708876,0.0843644018964423
3-5,2,5,0.1657978499021333,7,S3:Mario Lopez,336,36,0,-0.3325309018293012,0,0.7509803771972656,0.2888456378132105,-1.2740200174942466,0.9914769994770247,-1.2393770159302755,0.2245444437410531
3-5,2,5,0.1657978499021333,7,S3:Monique Coleman,337,43,0,-0.8754945821479829,0,0.7509803771972656,0.2888456378132105,-1.4349797801102702,0.3696479709786107,-1.8612060444286895,0.134562539578742
3-5,2,5,0.1657978499021333,7,S3:Sara Evans,338,52,5,-0.0998321816927232,1,-0.0072394190356135,-0.4693741584196686,-2.985472322018223,-1.148496192072201,-3.379350207479501,0.0329470919331546
3-5,2,5,0.1657978499021333,7,S3:Willa Ford,342,44,5,-0.8754945821479829,1,0.7509803771972656,0.2888456378132105,-1.511339993637988,0.1947764262970959,-2.0360775891102043,0.1154667403906008
3-7,2,7,0.8937293623295953,5,S3:Emmitt Smith,332,14,1,0.0553002983983286,0,1.1300902366638184,0.3791098773479462,-0.7631367435075811,0.8979164131763138,-1.0209409038606043,0.264844164392121
3-7,2,7,0.8937293623295953,5,S3:Jerry Springer,334,40,7,1.9944562995364776,1,-0.2599793374538421,-1.0109596967697143,-3.738162243969298,-2.1126670922352617,-4.03152440927218,0.0174377824657119
3-7,2,7,0.8937293623295953,5,S3:Joey Lawrence,335,21,0,-0.4876633819203531,0,1.1300902366638184,0.3791098773479462,-0.9319531040153626,0.6387630152557138,-1.2800943017812043,0.2175341717549733
3-7,2,7,0.8937293623295953,5,S3:Mario Lopez,336,36,0,-0.3325309018293012,0,1.0037202835083008,0.25273992419242863,-1.1402261828386857,0.7936367039065495,-1.1252206131303686,0.2450441979506326
3-7,2,7,0.8937293623295953,5,S3:Monique Coleman,337,43,0,-0.8754945821479829,0,0.7509803771972656,1.788139347702611e-08,-1.8661979527822548,-0.2176490401033151,-2.136506357140233,0.1055989019440545
